"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.C1","Answer.category.label","Approve","Reject"
"382GHPVPHSNX6R73W02SEU6RR8P34F","3OT7QPGUONVUGYHKVRFIB61LMVWIVU","classify Romanian noun compounds by meaning relations","Label each noun compound with one semantic relation (meaning) from the list in Romanian","categorize, text, Romanian, language","$0.19","Thu Sep 30 07:41:11 PDT 2021","2","BatchId:4566851;OriginalHitTemplateId:928390873;","5400","432000","Mon Oct 04 07:41:11 PDT 2021","","","38YMOXR4MVVAYWBYGABB49XQSWDW6I","A1DXFMUVK5015A","Approved","Thu Sep 30 23:49:35 PDT 2021","Thu Sep 30 23:49:59 PDT 2021","Tue Oct 05 23:49:59 PDT 2021","Tue Oct 05 23:50:54 PDT 2021","","","24","100% (759/759)","100% (759/759)","0% (0/0)","apropierea_momentului","Nicio varianta de mai sus"
"382GHPVPHSNX6R73W02SEU6RR8P34F","3OT7QPGUONVUGYHKVRFIB61LMVWIVU","classify Romanian noun compounds by meaning relations","Label each noun compound with one semantic relation (meaning) from the list in Romanian","categorize, text, Romanian, language","$0.19","Thu Sep 30 07:41:11 PDT 2021","2","BatchId:4566851;OriginalHitTemplateId:928390873;","5400","432000","Mon Oct 04 07:41:11 PDT 2021","","","3KV0LJBBH3H7F3F44W8M66MVQJAMRG","A3UJD7YC17R990","Approved","Fri Oct 01 06:54:53 PDT 2021","Fri Oct 01 06:55:36 PDT 2021","Wed Oct 06 06:55:36 PDT 2021","Wed Oct 06 06:56:11 PDT 2021","","","43","100% (328/328)","100% (328/328)","0% (0/0)","apropierea_momentului","Data evenimentului + eveniment"
"3H6W48L9F4LGMIVA445IMPSJGXFPWY","3OT7QPGUONVUGYHKVRFIB61LMVWIVU","classify Romanian noun compounds by meaning relations","Label each noun compound with one semantic relation (meaning) from the list in Romanian","categorize, text, Romanian, language","$0.19","Thu Sep 30 07:41:11 PDT 2021","2","BatchId:4566851;OriginalHitTemplateId:928390873;","5400","432000","Mon Oct 04 07:41:11 PDT 2021","","","3IJXV6UZ1YFLJKPDJHAUEDFE98ZIR1","A1DXFMUVK5015A","Approved","Fri Oct 01 00:16:13 PDT 2021","Fri Oct 01 00:17:31 PDT 2021","Wed Oct 06 00:17:31 PDT 2021","Wed Oct 06 00:17:54 PDT 2021","","","78","100% (759/759)","100% (759/759)","0% (0/0)","sintezei_peretelui","Proces + scopul procesului/entitatea care sufera procesul"
"3H6W48L9F4LGMIVA445IMPSJGXFPWY","3OT7QPGUONVUGYHKVRFIB61LMVWIVU","classify Romanian noun compounds by meaning relations","Label each noun compound with one semantic relation (meaning) from the list in Romanian","categorize, text, Romanian, language","$0.19","Thu Sep 30 07:41:11 PDT 2021","2","BatchId:4566851;OriginalHitTemplateId:928390873;","5400","432000","Mon Oct 04 07:41:11 PDT 2021","","","3N4BPTXIO9O4577INEQBW4HB8AMUKK","AKLZPOBB3YA33","Approved","Thu Sep 30 20:07:36 PDT 2021","Thu Sep 30 20:07:58 PDT 2021","Tue Oct 05 20:07:58 PDT 2021","Tue Oct 05 20:08:48 PDT 2021","","","22","100% (730/730)","100% (730/730)","0% (0/0)","sintezei_peretelui","Proces + scopul procesului/entitatea care sufera procesul"
"304QEQWKZPG5TSIOWXZIQUEP5N50OR","3OT7QPGUONVUGYHKVRFIB61LMVWIVU","classify Romanian noun compounds by meaning relations","Label each noun compound with one semantic relation (meaning) from the list in Romanian","categorize, text, Romanian, language","$0.19","Thu Sep 30 07:41:11 PDT 2021","2","BatchId:4566851;OriginalHitTemplateId:928390873;","5400","432000","Mon Oct 04 07:41:11 PDT 2021","","","3RXCAC0YISL15O4MUK4R2K7T421G8B","A1DXFMUVK5015A","Approved","Thu Sep 30 22:46:34 PDT 2021","Thu Sep 30 22:48:03 PDT 2021","Tue Oct 05 22:48:03 PDT 2021","Tue Oct 05 22:48:51 PDT 2021","","","89","100% (759/759)","100% (759/759)","0% (0/0)","prelungirea_vieții","Proces + scopul procesului/entitatea care sufera procesul"
"304QEQWKZPG5TSIOWXZIQUEP5N50OR","3OT7QPGUONVUGYHKVRFIB61LMVWIVU","classify Romanian noun compounds by meaning relations","Label each noun compound with one semantic relation (meaning) from the list in Romanian","categorize, text, Romanian, language","$0.19","Thu Sep 30 07:41:11 PDT 2021","2","BatchId:4566851;OriginalHitTemplateId:928390873;","5400","432000","Mon Oct 04 07:41:11 PDT 2021","","","3R6BYFZZP88L6P9ZR8A10YOAUX1FXC","AKLZPOBB3YA33","Approved","Fri Oct 01 01:04:42 PDT 2021","Fri Oct 01 01:14:41 PDT 2021","Wed Oct 06 01:14:41 PDT 2021","Wed Oct 06 01:14:55 PDT 2021","","","599","100% (730/730)","100% (730/730)","0% (0/0)","prelungirea_vieții","Proces + scopul procesului/entitatea care sufera procesul"
"31HLTCK4BLRXUG26BBAZ6EVD8XQVGQ","3OT7QPGUONVUGYHKVRFIB61LMVWIVU","classify Romanian noun compounds by meaning relations","Label each noun compound with one semantic relation (meaning) from the list in Romanian","categorize, text, Romanian, language","$0.19","Thu Sep 30 07:41:11 PDT 2021","2","BatchId:4566851;OriginalHitTemplateId:928390873;","5400","432000","Mon Oct 04 07:41:11 PDT 2021","","","3MHW492WW19Z8AWLDGDW73BYBMFVM4","A1DXFMUVK5015A","Approved","Thu Sep 30 22:52:33 PDT 2021","Thu Sep 30 22:53:16 PDT 2021","Tue Oct 05 22:53:16 PDT 2021","Tue Oct 05 22:53:51 PDT 2021","","","43","100% (759/759)","100% (759/759)","0% (0/0)","cheag_de_fibrină","Entitate (intreg) + substanta/material/ingredient"
"31HLTCK4BLRXUG26BBAZ6EVD8XQVGQ","3OT7QPGUONVUGYHKVRFIB61LMVWIVU","classify Romanian noun compounds by meaning relations","Label each noun compound with one semantic relation (meaning) from the list in Romanian","categorize, text, Romanian, language","$0.19","Thu Sep 30 07:41:11 PDT 2021","2","BatchId:4566851;OriginalHitTemplateId:928390873;","5400","432000","Mon Oct 04 07:41:11 PDT 2021","","","3YGXWBAF71DN5B1FGVIVVH694RE4CP","A3UJD7YC17R990","Approved","Fri Oct 01 08:44:19 PDT 2021","Fri Oct 01 08:45:05 PDT 2021","Wed Oct 06 08:45:05 PDT 2021","Wed Oct 06 08:45:13 PDT 2021","","","46","100% (328/328)","100% (328/328)","0% (0/0)","cheag_de_fibrină","Entitate + scopul ei"
"30UZJB2POH8F2AB3A5L2JMC5R4K35K","3OT7QPGUONVUGYHKVRFIB61LMVWIVU","classify Romanian noun compounds by meaning relations","Label each noun compound with one semantic relation (meaning) from the list in Romanian","categorize, text, Romanian, language","$0.19","Thu Sep 30 07:41:11 PDT 2021","2","BatchId:4566851;OriginalHitTemplateId:928390873;","5400","432000","Mon Oct 04 07:41:11 PDT 2021","","","3H0W84IWBLY93FNRNYK3TYHMHFURE3","A1DXFMUVK5015A","Approved","Fri Oct 01 00:28:46 PDT 2021","Fri Oct 01 00:29:05 PDT 2021","Wed Oct 06 00:29:05 PDT 2021","Wed Oct 06 00:29:54 PDT 2021","","","19","100% (759/759)","100% (759/759)","0% (0/0)","vindecarea_holerei","Proces + scopul procesului/entitatea care sufera procesul"
"30UZJB2POH8F2AB3A5L2JMC5R4K35K","3OT7QPGUONVUGYHKVRFIB61LMVWIVU","classify Romanian noun compounds by meaning relations","Label each noun compound with one semantic relation (meaning) from the list in Romanian","categorize, text, Romanian, language","$0.19","Thu Sep 30 07:41:11 PDT 2021","2","BatchId:4566851;OriginalHitTemplateId:928390873;","5400","432000","Mon Oct 04 07:41:11 PDT 2021","","","32M8BPYGAUIUUUGZ36GIF917710IGL","A3UJD7YC17R990","Approved","Fri Oct 01 08:06:00 PDT 2021","Fri Oct 01 08:06:15 PDT 2021","Wed Oct 06 08:06:15 PDT 2021","Wed Oct 06 08:07:11 PDT 2021","","","15","100% (328/328)","100% (328/328)","0% (0/0)","vindecarea_holerei","Substantive provenite din verbe + substantive asupra carora se actioneaza"
