"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.C1","Answer.category.label","Approve","Reject"
"3NCN4N1H1GDOVULMTYWUVMA36CHBNJ","3OT7QPGUONVUGYHKVRFIB61LMVWIVU","classify Romanian noun compounds by meaning relations","Label each noun compound with one semantic relation (meaning) from the list in Romanian","categorize, text, Romanian, language","$0.19","Mon Sep 27 11:38:39 PDT 2021","2","BatchId:4564448;OriginalHitTemplateId:928390873;","5400","432000","Fri Oct 01 11:38:39 PDT 2021","","","3QAPZX2QN59T85RC016N717AACD02Z","A1DXFMUVK5015A","Approved","Wed Sep 29 22:49:49 PDT 2021","Wed Sep 29 22:50:21 PDT 2021","Mon Oct 04 22:50:21 PDT 2021","Mon Oct 04 22:50:28 PDT 2021","","","32","100% (759/759)","100% (759/759)","0% (0/0)","ministrul_Afacerilor","Entitate + scopul ei"
"3NCN4N1H1GDOVULMTYWUVMA36CHBNJ","3OT7QPGUONVUGYHKVRFIB61LMVWIVU","classify Romanian noun compounds by meaning relations","Label each noun compound with one semantic relation (meaning) from the list in Romanian","categorize, text, Romanian, language","$0.19","Mon Sep 27 11:38:39 PDT 2021","2","BatchId:4564448;OriginalHitTemplateId:928390873;","5400","432000","Fri Oct 01 11:38:39 PDT 2021","","","37FMASSAYDNY3D8ONKO4EYAAQ0DBIP","AKLZPOBB3YA33","Approved","Wed Sep 29 02:58:27 PDT 2021","Wed Sep 29 02:59:07 PDT 2021","Mon Oct 04 02:59:07 PDT 2021","Mon Oct 04 03:00:02 PDT 2021","","","40","100% (730/730)","100% (730/730)","0% (0/0)","ministrul_Afacerilor","Nicio varianta de mai sus"
"3ZCC2DXSD70EK1IBASJPKD6BV52YYA","3OT7QPGUONVUGYHKVRFIB61LMVWIVU","classify Romanian noun compounds by meaning relations","Label each noun compound with one semantic relation (meaning) from the list in Romanian","categorize, text, Romanian, language","$0.19","Mon Sep 27 11:38:39 PDT 2021","2","BatchId:4564448;OriginalHitTemplateId:928390873;","5400","432000","Fri Oct 01 11:38:39 PDT 2021","","","3PEIJLRY6UPNHBVUHXK14MAAOEGWX7","A1DXFMUVK5015A","Approved","Wed Sep 29 00:22:58 PDT 2021","Wed Sep 29 00:23:14 PDT 2021","Mon Oct 04 00:23:14 PDT 2021","Mon Oct 04 00:24:00 PDT 2021","","","16","100% (759/759)","100% (759/759)","0% (0/0)","experiență_în_domeniu","Nicio varianta de mai sus"
"3ZCC2DXSD70EK1IBASJPKD6BV52YYA","3OT7QPGUONVUGYHKVRFIB61LMVWIVU","classify Romanian noun compounds by meaning relations","Label each noun compound with one semantic relation (meaning) from the list in Romanian","categorize, text, Romanian, language","$0.19","Mon Sep 27 11:38:39 PDT 2021","2","BatchId:4564448;OriginalHitTemplateId:928390873;","5400","432000","Fri Oct 01 11:38:39 PDT 2021","","","33IZTU6J82XUAUELXSA07X7PI3TSX1","A3UJD7YC17R990","Approved","Wed Sep 29 08:04:38 PDT 2021","Wed Sep 29 08:05:10 PDT 2021","Mon Oct 04 08:05:10 PDT 2021","Mon Oct 04 08:06:09 PDT 2021","","","32","100% (328/328)","100% (328/328)","0% (0/0)","experiență_în_domeniu","Substantive provenite din verbe + substantive asupra carora se actioneaza"
"3WA2XVDZEMDEVCRE48C3UJU2EJ56E4","3OT7QPGUONVUGYHKVRFIB61LMVWIVU","classify Romanian noun compounds by meaning relations","Label each noun compound with one semantic relation (meaning) from the list in Romanian","categorize, text, Romanian, language","$0.19","Mon Sep 27 11:38:39 PDT 2021","2","BatchId:4564448;OriginalHitTemplateId:928390873;","5400","432000","Fri Oct 01 11:38:39 PDT 2021","","","3S4AW7T80CEG8FVLT8BUY0WWXOM4LA","A1DXFMUVK5015A","Approved","Wed Sep 29 23:10:00 PDT 2021","Wed Sep 29 23:10:53 PDT 2021","Mon Oct 04 23:10:53 PDT 2021","Mon Oct 04 23:11:28 PDT 2021","","","53","100% (759/759)","100% (759/759)","0% (0/0)","fața_de_schelet","Nicio varianta de mai sus"
"3WA2XVDZEMDEVCRE48C3UJU2EJ56E4","3OT7QPGUONVUGYHKVRFIB61LMVWIVU","classify Romanian noun compounds by meaning relations","Label each noun compound with one semantic relation (meaning) from the list in Romanian","categorize, text, Romanian, language","$0.19","Mon Sep 27 11:38:39 PDT 2021","2","BatchId:4564448;OriginalHitTemplateId:928390873;","5400","432000","Fri Oct 01 11:38:39 PDT 2021","","","3634BBTX0PQOGUK4SMA0XO1V5A5FIZ","A3UJD7YC17R990","Approved","Wed Sep 29 23:57:07 PDT 2021","Wed Sep 29 23:57:51 PDT 2021","Mon Oct 04 23:57:51 PDT 2021","Mon Oct 04 23:58:28 PDT 2021","","","44","100% (328/328)","100% (328/328)","0% (0/0)","fața_de_schelet","Entitate + atribut al entitatii"
"3HFWPF5AK9FG8C9EM1YACXMX5JC3SW","3OT7QPGUONVUGYHKVRFIB61LMVWIVU","classify Romanian noun compounds by meaning relations","Label each noun compound with one semantic relation (meaning) from the list in Romanian","categorize, text, Romanian, language","$0.19","Mon Sep 27 11:38:39 PDT 2021","2","BatchId:4564448;OriginalHitTemplateId:928390873;","5400","432000","Fri Oct 01 11:38:39 PDT 2021","","","3XIQGXAUMD48RWUT9PCPC6BTVQM7X1","A3UJD7YC17R990","Approved","Wed Sep 29 10:58:19 PDT 2021","Wed Sep 29 10:58:37 PDT 2021","Mon Oct 04 10:58:37 PDT 2021","Mon Oct 04 10:59:11 PDT 2021","","","18","100% (328/328)","100% (328/328)","0% (0/0)","inhibarea_focarului","Ce/cine este cauza + rezultat"
"3HFWPF5AK9FG8C9EM1YACXMX5JC3SW","3OT7QPGUONVUGYHKVRFIB61LMVWIVU","classify Romanian noun compounds by meaning relations","Label each noun compound with one semantic relation (meaning) from the list in Romanian","categorize, text, Romanian, language","$0.19","Mon Sep 27 11:38:39 PDT 2021","2","BatchId:4564448;OriginalHitTemplateId:928390873;","5400","432000","Fri Oct 01 11:38:39 PDT 2021","","","3ATPCQ38J96FA3I1LOAB5BKSY3SAY5","AKLZPOBB3YA33","Approved","Wed Sep 29 08:52:16 PDT 2021","Wed Sep 29 08:52:31 PDT 2021","Mon Oct 04 08:52:31 PDT 2021","Mon Oct 04 08:53:11 PDT 2021","","","15","100% (730/730)","100% (730/730)","0% (0/0)","inhibarea_focarului","Proces + scopul procesului/entitatea care sufera procesul"
"3HXCEECSQMPEPRSG6EL8YKFD1Z6YZ1","3OT7QPGUONVUGYHKVRFIB61LMVWIVU","classify Romanian noun compounds by meaning relations","Label each noun compound with one semantic relation (meaning) from the list in Romanian","categorize, text, Romanian, language","$0.19","Mon Sep 27 11:38:39 PDT 2021","2","BatchId:4564448;OriginalHitTemplateId:928390873;","5400","432000","Fri Oct 01 11:38:39 PDT 2021","","","3LOZAJ85YE915VXN3DVUGFULKKQX2L","A2IMYZYM05TXG7","Approved","Thu Sep 30 03:19:50 PDT 2021","Thu Sep 30 03:19:55 PDT 2021","Tue Oct 05 03:19:55 PDT 2021","Tue Oct 05 03:20:31 PDT 2021","","","5","100% (23/23)","100% (23/23)","0% (0/0)","efectul_tratamentului","Ce/cine este cauza + rezultat"
"3HXCEECSQMPEPRSG6EL8YKFD1Z6YZ1","3OT7QPGUONVUGYHKVRFIB61LMVWIVU","classify Romanian noun compounds by meaning relations","Label each noun compound with one semantic relation (meaning) from the list in Romanian","categorize, text, Romanian, language","$0.19","Mon Sep 27 11:38:39 PDT 2021","2","BatchId:4564448;OriginalHitTemplateId:928390873;","5400","432000","Fri Oct 01 11:38:39 PDT 2021","","","3GDTJDAPVV71XY085N2MFPRQZFC8MR","AKLZPOBB3YA33","Approved","Wed Sep 29 23:57:32 PDT 2021","Thu Sep 30 00:36:23 PDT 2021","Tue Oct 05 00:36:23 PDT 2021","Tue Oct 05 00:36:30 PDT 2021","","","2331","100% (730/730)","100% (730/730)","0% (0/0)","efectul_tratamentului","Entitate + scopul ei"
