"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.C1","Answer.category.label","Approve","Reject"
"3VZYA8PITOUJLIC6RI3JHOEYOKA50L","3OT7QPGUONVUGYHKVRFIB61LMVWIVU","classify Romanian noun compounds by meaning relations","Label each noun compound with one semantic relation (meaning) from the list in Romanian","categorize, text, Romanian, language","$0.19","Thu Sep 23 13:09:47 PDT 2021","2","BatchId:4560681;OriginalHitTemplateId:928390873;","5400","432000","Mon Sep 27 13:09:47 PDT 2021","","","3VA45EW49OJ7M11ZJI8KSJTNF9PO15","A121XSX1THS5UI","Approved","Fri Sep 24 14:37:00 PDT 2021","Fri Sep 24 14:37:31 PDT 2021","Wed Sep 29 14:37:31 PDT 2021","Wed Sep 29 14:37:59 PDT 2021","","","31","100% (3/3)","100% (3/3)","0% (0/0)","timpul_tratamentului","Data evenimentului + eveniment"
"3VZYA8PITOUJLIC6RI3JHOEYOKA50L","3OT7QPGUONVUGYHKVRFIB61LMVWIVU","classify Romanian noun compounds by meaning relations","Label each noun compound with one semantic relation (meaning) from the list in Romanian","categorize, text, Romanian, language","$0.19","Thu Sep 23 13:09:47 PDT 2021","2","BatchId:4560681;OriginalHitTemplateId:928390873;","5400","432000","Mon Sep 27 13:09:47 PDT 2021","","","34FNN24DCN5I4X6KQSJUX0465XZ5YH","A3UJD7YC17R990","Approved","Fri Sep 24 07:15:07 PDT 2021","Fri Sep 24 07:15:36 PDT 2021","Wed Sep 29 07:15:36 PDT 2021","Wed Sep 29 07:15:51 PDT 2021","","","29","100% (328/328)","100% (328/328)","0% (0/0)","timpul_tratamentului","Eveniment + cand se petrece evenimentul"
"3DFYDSXB2WW78337ERLX75LAMA8UJY","3OT7QPGUONVUGYHKVRFIB61LMVWIVU","classify Romanian noun compounds by meaning relations","Label each noun compound with one semantic relation (meaning) from the list in Romanian","categorize, text, Romanian, language","$0.19","Thu Sep 23 13:09:47 PDT 2021","2","BatchId:4560681;OriginalHitTemplateId:928390873;","5400","432000","Mon Sep 27 13:09:47 PDT 2021","","","3Q8GYXHFEQY51U5FU01509CN2EQC5Z","A1DXFMUVK5015A","Approved","Sat Sep 25 11:25:31 PDT 2021","Sat Sep 25 11:28:46 PDT 2021","Thu Sep 30 11:28:46 PDT 2021","Thu Sep 30 11:29:23 PDT 2021","","","195","100% (759/759)","100% (759/759)","0% (0/0)","conformitate_cu_Legea","Substantive provenite din verbe + substantive asupra carora se actioneaza"
"3DFYDSXB2WW78337ERLX75LAMA8UJY","3OT7QPGUONVUGYHKVRFIB61LMVWIVU","classify Romanian noun compounds by meaning relations","Label each noun compound with one semantic relation (meaning) from the list in Romanian","categorize, text, Romanian, language","$0.19","Thu Sep 23 13:09:47 PDT 2021","2","BatchId:4560681;OriginalHitTemplateId:928390873;","5400","432000","Mon Sep 27 13:09:47 PDT 2021","","","3S96KQ6I9N0HROMJVSEENV0J3ARTDW","A3UJD7YC17R990","Approved","Fri Sep 24 00:24:08 PDT 2021","Fri Sep 24 00:24:56 PDT 2021","Wed Sep 29 00:24:56 PDT 2021","Wed Sep 29 00:25:37 PDT 2021","","","48","100% (328/328)","100% (328/328)","0% (0/0)","conformitate_cu_Legea","Entitate + scopul ei"
"3RKHNXPHGWS2JN9PWCL98KLN1Z8UKX","3OT7QPGUONVUGYHKVRFIB61LMVWIVU","classify Romanian noun compounds by meaning relations","Label each noun compound with one semantic relation (meaning) from the list in Romanian","categorize, text, Romanian, language","$0.19","Thu Sep 23 13:09:47 PDT 2021","2","BatchId:4560681;OriginalHitTemplateId:928390873;","5400","432000","Mon Sep 27 13:09:47 PDT 2021","","","3YZ8UPK3VUIMM9VUV19D8L431VJUCZ","A1DXFMUVK5015A","Approved","Sat Sep 25 11:34:24 PDT 2021","Sat Sep 25 11:35:25 PDT 2021","Thu Sep 30 11:35:25 PDT 2021","Thu Sep 30 11:36:23 PDT 2021","","","61","100% (759/759)","100% (759/759)","0% (0/0)","cadrul_țării","Posesor + ce posedeaza/detine"
"3RKHNXPHGWS2JN9PWCL98KLN1Z8UKX","3OT7QPGUONVUGYHKVRFIB61LMVWIVU","classify Romanian noun compounds by meaning relations","Label each noun compound with one semantic relation (meaning) from the list in Romanian","categorize, text, Romanian, language","$0.19","Thu Sep 23 13:09:47 PDT 2021","2","BatchId:4560681;OriginalHitTemplateId:928390873;","5400","432000","Mon Sep 27 13:09:47 PDT 2021","","","308Q0PEVB99FFKTRP0A8NSFK1989IS","A3UJD7YC17R990","Approved","Fri Sep 24 06:12:22 PDT 2021","Fri Sep 24 06:13:16 PDT 2021","Wed Sep 29 06:13:16 PDT 2021","Wed Sep 29 06:13:50 PDT 2021","","","54","100% (328/328)","100% (328/328)","0% (0/0)","cadrul_țării","Entitate + scopul ei"
"3P458N04Q1DZJBZUCBQSSVYXEH3X26","3OT7QPGUONVUGYHKVRFIB61LMVWIVU","classify Romanian noun compounds by meaning relations","Label each noun compound with one semantic relation (meaning) from the list in Romanian","categorize, text, Romanian, language","$0.19","Thu Sep 23 13:09:47 PDT 2021","2","BatchId:4560681;OriginalHitTemplateId:928390873;","5400","432000","Mon Sep 27 13:09:47 PDT 2021","","","3EQHHY4HQTOII6LKWMXOQ0X209B5G1","A2K3ARNDZAY90X","Approved","Sun Sep 26 18:26:26 PDT 2021","Sun Sep 26 18:26:36 PDT 2021","Fri Oct 01 18:26:36 PDT 2021","Fri Oct 01 18:26:55 PDT 2021","","","10","100% (106/106)","100% (106/106)","0% (0/0)","cazul_muncii","Entitate + atribut al entitatii"
"3P458N04Q1DZJBZUCBQSSVYXEH3X26","3OT7QPGUONVUGYHKVRFIB61LMVWIVU","classify Romanian noun compounds by meaning relations","Label each noun compound with one semantic relation (meaning) from the list in Romanian","categorize, text, Romanian, language","$0.19","Thu Sep 23 13:09:47 PDT 2021","2","BatchId:4560681;OriginalHitTemplateId:928390873;","5400","432000","Mon Sep 27 13:09:47 PDT 2021","","","37ZHEEHM6XIWBYNFP0515QMPN2137Q","A3UJD7YC17R990","Approved","Fri Sep 24 07:22:48 PDT 2021","Fri Sep 24 07:23:08 PDT 2021","Wed Sep 29 07:23:08 PDT 2021","Wed Sep 29 07:23:50 PDT 2021","","","20","100% (328/328)","100% (328/328)","0% (0/0)","cazul_muncii","Ce/cine este cauza + rezultat"
"3D3B8GE892N5AMI2BTVQ85K8IO4P92","3OT7QPGUONVUGYHKVRFIB61LMVWIVU","classify Romanian noun compounds by meaning relations","Label each noun compound with one semantic relation (meaning) from the list in Romanian","categorize, text, Romanian, language","$0.19","Thu Sep 23 13:09:47 PDT 2021","2","BatchId:4560681;OriginalHitTemplateId:928390873;","5400","432000","Mon Sep 27 13:09:47 PDT 2021","","","33FOTY3KENH6DC4WTDZTXJZ6QYMC1I","A1DXFMUVK5015A","Approved","Sat Sep 25 11:35:26 PDT 2021","Sat Sep 25 11:36:32 PDT 2021","Thu Sep 30 11:36:32 PDT 2021","Thu Sep 30 11:37:23 PDT 2021","","","66","100% (759/759)","100% (759/759)","0% (0/0)","privire_la_acordarea","Substantive provenite din verbe + substantive asupra carora se actioneaza"
"3D3B8GE892N5AMI2BTVQ85K8IO4P92","3OT7QPGUONVUGYHKVRFIB61LMVWIVU","classify Romanian noun compounds by meaning relations","Label each noun compound with one semantic relation (meaning) from the list in Romanian","categorize, text, Romanian, language","$0.19","Thu Sep 23 13:09:47 PDT 2021","2","BatchId:4560681;OriginalHitTemplateId:928390873;","5400","432000","Mon Sep 27 13:09:47 PDT 2021","","","3LUY3GC630W3INS2NY28ITPQSXE7PP","A3UJD7YC17R990","Approved","Fri Sep 24 06:05:19 PDT 2021","Fri Sep 24 06:05:54 PDT 2021","Wed Sep 29 06:05:54 PDT 2021","Wed Sep 29 06:06:50 PDT 2021","","","35","100% (328/328)","100% (328/328)","0% (0/0)","privire_la_acordarea","Ce/cine este cauza + rezultat"
